INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,SE,FLAG
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2001,2,45-54 years,1.31,56.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2002,3,45-54 years,1.31,57.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2003,4,45-54 years,1.31,65.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2004,5,45-54 years,1.31,50.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2005,6,45-54 years,1.31,63.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2006,7,45-54 years,1.31,78.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2007,8,45-54 years,1.31,73.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2008,9,45-54 years,1.31,80.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2009,10,45-54 years,1.31,74.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2010,11,45-54 years,1.31,54.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 45-54 years,5.19,2011,12,45-54 years,1.31,89.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2000,1,55-64 years,1.32,70.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2001,2,55-64 years,1.32,79.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2002,3,55-64 years,1.32,78.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2003,4,55-64 years,1.32,86.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2004,5,55-64 years,1.32,83.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2005,6,55-64 years,1.32,84.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2006,7,55-64 years,1.32,97.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2007,8,55-64 years,1.32,87.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2008,9,55-64 years,1.32,99.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2009,10,55-64 years,1.32,91.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2010,11,55-64 years,1.32,73.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 55-64 years,5.2,2011,12,55-64 years,1.32,94.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2000,1,65-74 years,1.41,85.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2001,2,65-74 years,1.41,70.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2002,3,65-74 years,1.41,87.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2003,4,65-74 years,1.41,83.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2004,5,65-74 years,1.41,82.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2005,6,65-74 years,1.41,94.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2006,7,65-74 years,1.41,84.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2007,8,65-74 years,1.41,83.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2008,9,65-74 years,1.41,101.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2009,10,65-74 years,1.41,81.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2010,11,65-74 years,1.41,85.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 65-74 years,5.21,2011,12,65-74 years,1.41,121.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2000,1,75 years and over,1.42,85.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2001,2,75 years and over,1.42,67.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2002,3,75 years and over,1.42,85.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2003,4,75 years and over,1.42,64.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2004,5,75 years and over,1.42,81.0,,*
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",Hospital outpatient department,3,"Number of visits per 100 persons, crude",3,Race and age,5,Black or African American: 75 years and over,5.22,2005,6,75 years and over,1.42,78.0,,*
